Region,Q_Year,BEV,PHEV,HEV,Gas/Other,Diesel,Petrol,ICE,BEV share,PHEV share,HEV share,Gas/Other share,Diesel share,Petrol share,ICE share
Greece,Q1 2025,2020.0,2033.0,16172.0,440.0,1210.0,11321.0,12531.0,6.1,6.1,48.7,1.3,3.6,34.1,37.7
Greece,Q2 2025,2245.0,2893.0,21634.0,1795.0,1069.0,15330.0,16399.0,5.0,6.4,48.1,4.0,2.4,34.1,36.5
Greece,Q3 2025,1889.0,3017.0,18057.0,1183.0,1530.0,8394.0,9924.0,5.5,8.9,53.0,3.5,4.5,24.6,29.1
Greece,Q4 2025,2738.0,3713.0,17262.0,1297.0,1141.0,5816.0,6957.0,8.6,11.6,54.0,4.1,3.6,18.2,21.8
Greece,Q1 2026,2294.0,2315.0,19938.0,814.0,895.0,8556.0,9451.0,6.6,6.7,57.3,2.3,2.6,24.6,27.1
Greece,Q2 2026,2990.0,2883.0,27613.0,1718.0,1179.0,12770.0,13949.0,6.1,5.9,56.2,3.5,2.4,26.0,28.4
Hungary,Q1 2019,381.0,232.0,1706.0,6.0,7453.0,24557.0,32010.0,1.1,0.7,5.0,0.0,21.7,71.5,93.2
Hungary,Q2 2019,420.0,213.0,2112.0,7.0,8444.0,28989.0,37433.0,1.0,0.5,5.3,0.0,21.0,72.1,93.2
Hungary,Q3 2019,551.0,246.0,2349.0,0.0,6671.0,30705.0,37376.0,1.4,0.6,5.8,0.0,16.5,75.8,92.2
Hungary,Q4 2019,481.0,415.0,3003.0,0.0,8495.0,30405.0,38900.0,1.1,1.0,7.0,0.0,19.8,71.0,90.9
Hungary,Q1 2020,517.0,487.0,5677.0,2.0,6954.0,19033.0,25987.0,1.6,1.5,17.4,0.0,21.3,58.3,79.5
Hungary,Q2 2020,485.0,418.0,5175.0,18.0,4827.0,12080.0,16907.0,2.1,1.8,22.5,0.1,21.0,52.5,73.5
Hungary,Q3 2020,770.0,834.0,9136.0,175.0,7671.0,15831.0,23502.0,2.2,2.4,26.5,0.5,22.3,46.0,68.3
Hungary,Q4 2020,1274.0,1257.0,11784.0,141.0,8171.0,15315.0,23486.0,3.4,3.3,31.1,0.4,21.5,40.4,61.9
Hungary,Q1 2021,560.0,918.0,12918.0,206.0,6004.0,11591.0,17595.0,1.7,2.9,40.1,0.6,18.6,36.0,54.6
Hungary,Q2 2021,668.0,1126.0,12644.0,72.0,5570.0,12539.0,18109.0,2.0,3.5,38.8,0.2,17.1,38.4,55.5
Hungary,Q3 2021,1099.0,1160.0,11614.0,210.0,4245.0,11409.0,15654.0,3.7,3.9,39.1,0.7,14.3,38.4,52.6
Hungary,Q4 2021,1985.0,1032.0,10969.0,239.0,3196.0,9946.0,13142.0,7.3,3.8,40.1,0.9,11.7,36.3,48.0
Hungary,Q1 2022,1273.0,1269.0,11622.0,231.0,3267.0,11028.0,14295.0,4.4,4.4,40.5,0.8,11.4,38.4,49.8
Hungary,Q2 2022,993.0,1165.0,10384.0,304.0,4047.0,11830.0,15877.0,3.5,4.1,36.2,1.1,14.1,41.2,55.3
Hungary,Q3 2022,1171.0,1135.0,9216.0,172.0,3791.0,12876.0,16667.0,4.1,4.0,32.5,0.6,13.4,45.4,58.8
Hungary,Q4 2022,1273.0,1305.0,11277.0,189.0,3166.0,8548.0,11714.0,4.9,5.1,43.8,0.7,12.3,33.2,45.5
Hungary,Q1 2023,1653.0,1421.0,12020.0,228.0,3138.0,11101.0,14239.0,5.6,4.8,40.7,0.8,10.6,37.6,48.2
Hungary,Q2 2023,1212.0,1340.0,10035.0,190.0,3632.0,10497.0,14129.0,4.5,5.0,37.3,0.7,13.5,39.0,52.5
Hungary,Q3 2023,1334.0,1500.0,11247.0,46.0,3338.0,9077.0,12415.0,5.0,5.7,42.4,0.2,12.6,34.2,46.8
Hungary,Q4 2023,1600.0,1281.0,11720.0,98.0,2935.0,7077.0,10012.0,6.5,5.2,47.4,0.4,11.9,28.6,40.5
Hungary,Q1 2024,2289.0,1484.0,15421.0,33.0,3267.0,9179.0,12446.0,7.2,4.7,48.7,0.1,10.3,29.0,39.3
Hungary,Q2 2024,2364.0,1387.0,13307.0,48.0,4226.0,10332.0,14558.0,7.5,4.4,42.0,0.2,13.3,32.6,46.0
Hungary,Q3 2024,1877.0,1428.0,11583.0,54.0,3365.0,7408.0,10773.0,7.3,5.6,45.0,0.2,13.1,28.8,41.9
Hungary,Q4 2024,2035.0,1396.0,15723.0,228.0,3816.0,9361.0,13177.0,6.3,4.3,48.3,0.7,11.7,28.8,40.5
Hungary,Q1 2025,2408.0,1169.0,17082.0,180.0,4183.0,7877.0,12060.0,7.3,3.6,51.9,0.5,12.7,23.9,36.7
Hungary,Q2 2025,2811.0,1647.0,16804.0,106.0,3730.0,8101.0,11831.0,8.5,5.0,50.6,0.3,11.2,24.4,35.6
Hungary,Q3 2025,2806.0,1826.0,14693.0,244.0,3310.0,6969.0,10279.0,9.4,6.1,49.2,0.8,11.1,23.3,34.4
Hungary,Q4 2025,2977.0,2494.0,16790.0,109.0,3151.0,7973.0,11124.0,8.9,7.4,50.1,0.3,9.4,23.8,33.2
Hungary,Q1 2026,3192.0,2425.0,20283.0,87.0,3268.0,7200.0,10468.0,8.8,6.7,55.6,0.2,9.0,19.8,28.7
Hungary,Q2 2026,4305.0,3563.0,18225.0,305.0,3856.0,8196.0,12052.0,11.2,9.3,47.4,0.8,10.0,21.3,31.3
Ireland,Q1 2019,1435.0,616.0,4933.0,0.0,30823.0,26319.0,57142.0,2.2,1.0,7.7,0.0,48.1,41.0,89.1
Ireland,Q2 2019,519.0,217.0,1862.0,0.0,7522.0,6512.0,14034.0,3.1,1.3,11.2,0.0,45.2,39.2,84.4
Ireland,Q3 2019,1020.0,414.0,3184.0,0.0,14729.0,13840.0,28569.0,3.1,1.2,9.6,0.0,44.4,41.7,86.1
Ireland,Q4 2019,470.0,99.0,215.0,0.0,1482.0,898.0,2380.0,14.9,3.1,6.8,0.0,46.8,28.4,75.2
Ireland,Q1 2020,1650.0,1032.0,6337.0,0.0,21865.0,18911.0,40776.0,3.3,2.1,12.7,0.0,43.9,38.0,81.9
Ireland,Q2 2020,239.0,134.0,276.0,0.0,1488.0,953.0,2441.0,7.7,4.3,8.9,0.0,48.2,30.8,79.0
Ireland,Q3 2020,1724.0,1173.0,4065.0,0.0,13016.0,11652.0,24668.0,5.5,3.7,12.9,0.0,41.2,36.8,78.0
Ireland,Q4 2020,400.0,153.0,308.0,0.0,1864.0,1085.0,2949.0,10.5,4.0,8.1,0.0,48.9,28.5,77.4
Ireland,Q1 2021,2816.0,2729.0,9212.0,24.0,17603.0,15646.0,33249.0,5.9,5.7,19.2,0.0,36.7,32.6,69.2
Ireland,Q2 2021,1514.0,1434.0,2697.0,91.0,5431.0,4656.0,10087.0,9.6,9.1,17.0,0.6,34.3,29.4,63.7
Ireland,Q3 2021,3489.0,3289.0,6599.0,179.0,10975.0,12361.0,23336.0,9.5,8.9,17.9,0.5,29.7,33.5,63.3
Ireland,Q4 2021,827.0,439.0,739.0,0.0,1077.0,1105.0,2182.0,19.8,10.5,17.6,0.0,25.7,26.4,52.1
Ireland,Q1 2022,6238.0,3966.0,12734.0,573.0,12887.0,13492.0,26379.0,12.5,7.9,25.5,1.1,25.8,27.0,52.9
Ireland,Q2 2022,2207.0,994.0,2490.0,66.0,4627.0,4902.0,9529.0,14.4,6.5,16.3,0.4,30.3,32.1,62.3
Ireland,Q3 2022,6059.0,2479.0,5663.0,81.0,9851.0,12146.0,21997.0,16.7,6.8,15.6,0.2,27.2,33.5,60.6
Ireland,Q4 2022,1168.0,240.0,368.0,0.0,831.0,1197.0,2028.0,30.7,6.3,9.7,0.0,21.8,31.5,53.3
Ireland,Q1 2023,9296.0,4628.0,11978.0,0.0,13227.0,18956.0,32183.0,16.0,8.0,20.6,0.0,22.8,32.6,55.4
Ireland,Q2 2023,5001.0,1624.0,3325.0,0.0,3741.0,5720.0,9461.0,25.8,8.4,17.1,0.0,19.3,29.5,48.7
Ireland,Q3 2023,7407.0,3736.0,9141.0,0.0,9283.0,11291.0,20574.0,18.1,9.1,22.4,0.0,22.7,27.6,50.4
Ireland,Q4 2023,1085.0,394.0,595.0,0.0,997.0,885.0,1882.0,27.4,10.0,15.0,0.0,25.2,22.4,47.6
Ireland,Q1 2024,7956.0,5089.0,14277.0,0.0,14472.0,20749.0,35221.0,12.7,8.1,22.8,0.0,23.1,33.2,56.3
Ireland,Q2 2024,2782.0,2080.0,2660.0,0.0,3593.0,5268.0,8861.0,17.0,12.7,16.2,0.0,21.9,32.2,54.1
Ireland,Q3 2024,5390.0,4596.0,9140.0,0.0,8878.0,10318.0,19196.0,14.1,12.0,23.9,0.0,23.2,26.9,50.1
Ireland,Q4 2024,1331.0,773.0,762.0,0.0,306.0,543.0,849.0,35.8,20.8,20.5,0.0,8.2,14.6,22.9
Ireland,Q1 2025,9970.0,9421.0,16510.0,0.0,10829.0,20293.0,31122.0,14.9,14.1,24.6,0.0,16.2,30.3,46.4
Ireland,Q2 2025,3659.0,2696.0,3121.0,0.0,3278.0,1967.0,5245.0,24.9,18.3,21.2,0.0,22.3,13.4,35.6
Ireland,Q3 2025,8748.0,6319.0,9102.0,0.0,6760.0,8995.0,15755.0,21.9,15.8,22.8,0.0,16.9,22.5,39.5
Ireland,Q4 2025,1224.0,498.0,959.0,0.0,484.0,121.0,605.0,37.2,15.2,29.2,0.0,14.7,3.7,18.4
Ireland,Q1 2026,13982.0,9685.0,19048.0,0.0,8389.0,13789.0,22178.0,21.5,14.9,29.4,0.0,12.9,21.2,34.2
Ireland,Q2 2026,6177.0,2845.0,4551.0,0.0,2572.0,4150.0,6722.0,30.4,14.0,22.4,0.0,12.7,20.4,33.1
Italy,Q1 2019,1186.0,1080.0,27289.0,41466.0,236107.0,230997.0,467104.0,0.2,0.2,5.1,7.7,43.9,42.9,86.8
Italy,Q2 2019,3868.0,1416.0,28315.0,47109.0,225135.0,239293.0,464428.0,0.7,0.3,5.2,8.6,41.3,43.9,85.2
Italy,Q3 2019,2739.0,1479.0,22833.0,43622.0,142606.0,171826.0,314432.0,0.7,0.4,5.9,11.3,37.0,44.6,81.6
Italy,Q4 2019,2892.0,2513.0,31489.0,41920.0,159252.0,210683.0,369935.0,0.6,0.6,7.0,9.3,35.5,46.9,82.4
Italy,Q1 2020,5401.0,2951.0,34758.0,29370.0,118544.0,156400.0,274944.0,1.6,0.8,10.0,8.5,34.1,45.0,79.1
Italy,Q2 2020,4548.0,2851.0,27589.0,21396.0,84466.0,96000.0,180466.0,1.9,1.2,11.6,9.0,35.7,40.5,76.2
Italy,Q3 2020,7574.0,6636.0,62856.0,36291.0,131777.0,136972.0,268749.0,2.0,1.7,16.4,9.5,34.5,35.8,70.3
Italy,Q4 2020,14979.0,14969.0,96728.0,38029.0,117369.0,133392.0,250761.0,3.6,3.6,23.3,9.2,28.2,32.1,60.4
Italy,Q1 2021,13272.0,16486.0,120214.0,36450.0,111962.0,148931.0,260893.0,3.0,3.7,26.9,8.1,25.0,33.3,58.3
Italy,Q2 2021,16982.0,21657.0,122608.0,40786.0,99143.0,136746.0,235889.0,3.9,4.9,28.0,9.3,22.6,31.2,53.9
Italy,Q3 2021,16824.0,15112.0,85759.0,31289.0,58393.0,73306.0,131699.0,6.0,5.4,30.6,11.1,20.8,26.1,46.9
Italy,Q4 2021,20206.0,16852.0,93990.0,29726.0,53539.0,78084.0,131623.0,6.9,5.8,32.1,10.2,18.3,26.7,45.0
Italy,Q1 2022,11289.0,19603.0,112613.0,34539.0,68093.0,92183.0,160276.0,3.3,5.8,33.3,10.2,20.1,27.2,47.4
Italy,Q2 2022,13654.0,20163.0,111193.0,32632.0,69569.0,98758.0,168327.0,3.9,5.8,32.1,9.4,20.1,28.5,48.7
Italy,Q3 2022,10932.0,11763.0,103627.0,26315.0,56367.0,82826.0,139193.0,3.7,4.0,35.5,9.0,19.3,28.4,47.7
Italy,Q4 2022,13304.0,17133.0,119439.0,35252.0,63898.0,91671.0,155569.0,3.9,5.0,35.1,10.3,18.8,26.9,45.7
Italy,Q1 2023,16356.0,18965.0,152838.0,39948.0,82136.0,116824.0,198960.0,3.8,4.4,35.8,9.4,19.2,27.4,46.6
Italy,Q2 2023,16317.0,19949.0,143526.0,35208.0,78842.0,119841.0,198683.0,3.9,4.8,34.7,8.5,19.1,29.0,48.0
Italy,Q3 2023,13085.0,14087.0,123477.0,30715.0,54962.0,98927.0,153889.0,3.9,4.2,36.8,9.2,16.4,29.5,45.9
Italy,Q4 2023,20507.0,16007.0,145710.0,38043.0,57355.0,111706.0,169061.0,5.3,4.1,37.4,9.8,14.7,28.7,43.4
Italy,Q1 2024,13325.0,14415.0,172090.0,43340.0,67781.0,140025.0,207806.0,3.0,3.2,38.2,9.6,15.0,31.0,46.1
Italy,Q2 2024,21607.0,14599.0,170526.0,38054.0,60258.0,129711.0,189969.0,5.0,3.4,39.2,8.8,13.9,29.8,43.7
Italy,Q3 2024,13285.0,10888.0,131666.0,32815.0,41126.0,86936.0,128062.0,4.2,3.4,41.6,10.4,13.0,27.4,40.4
Italy,Q4 2024,17403.0,11890.0,149383.0,32597.0,46129.0,99380.0,145509.0,4.9,3.3,41.9,9.1,12.9,27.9,40.8
Italy,Q1 2025,22993.0,18616.0,198685.0,41044.0,44607.0,118107.0,162714.0,5.2,4.2,44.7,9.2,10.0,26.6,36.6
Italy,Q2 2025,21733.0,26081.0,178926.0,36369.0,42387.0,105480.0,147867.0,5.3,6.3,43.5,8.8,10.3,25.7,36.0
Italy,Q3 2025,16329.0,24174.0,140214.0,29936.0,28542.0,73772.0,102314.0,5.2,7.7,44.8,9.6,9.1,23.6,32.7
Italy,Q4 2025,33569.0,29469.0,154098.0,33180.0,31741.0,74791.0,106532.0,9.4,8.3,43.2,9.3,8.9,21.0,29.9
Italy,Q1 2026,38084.0,40052.0,249430.0,26889.0,34076.0,96046.0,130122.0,7.9,8.3,51.5,5.5,7.0,19.8,26.9
Italy,Q2 2026,41350.0,44475.0,213495.0,32470.0,30643.0,89035.0,119678.0,9.2,9.9,47.3,7.2,6.8,19.7,26.5
Latvia,Q1 2019,24.0,1.0,279.0,35.0,1801.0,2600.0,4401.0,0.5,0.0,5.9,0.7,38.0,54.9,92.8
Latvia,Q2 2019,22.0,3.0,482.0,42.0,1781.0,3050.0,4831.0,0.4,0.1,9.0,0.8,33.1,56.7,89.8
Latvia,Q3 2019,16.0,1.0,384.0,10.0,1594.0,2467.0,4061.0,0.4,0.0,8.6,0.2,35.6,55.2,90.8
Latvia,Q4 2019,24.0,7.0,334.0,20.0,1600.0,2472.0,4072.0,0.5,0.2,7.5,0.4,35.9,55.5,91.4
Latvia,Q1 2020,44.0,22.0,496.0,20.0,1457.0,1827.0,3284.0,1.1,0.6,12.8,0.5,37.7,47.3,84.9
Latvia,Q2 2020,56.0,18.0,340.0,42.0,879.0,1389.0,2268.0,2.1,0.7,12.5,1.5,32.3,51.0,83.3
Latvia,Q3 2020,129.0,30.0,542.0,27.0,1209.0,1919.0,3128.0,3.3,0.8,14.1,0.7,31.4,49.8,81.1
Latvia,Q4 2020,78.0,16.0,518.0,73.0,1069.0,1358.0,2427.0,2.5,0.5,16.6,2.3,34.4,43.6,78.0
Latvia,Q1 2021,68.0,29.0,792.0,43.0,1065.0,1538.0,2603.0,1.9,0.8,22.4,1.2,30.1,43.5,73.6
Latvia,Q2 2021,141.0,29.0,1100.0,75.0,863.0,2057.0,2920.0,3.3,0.7,25.8,1.8,20.2,48.2,68.5
Latvia,Q3 2021,88.0,40.0,1082.0,86.0,758.0,1942.0,2700.0,2.2,1.0,27.1,2.2,19.0,48.6,67.6
Latvia,Q4 2021,123.0,40.0,678.0,77.0,586.0,1242.0,1828.0,4.5,1.5,24.7,2.8,21.3,45.2,66.6
Latvia,Q1 2022,156.0,56.0,978.0,92.0,658.0,1748.0,2406.0,4.2,1.5,26.5,2.5,17.8,47.4,65.2
Latvia,Q2 2022,255.0,78.0,985.0,68.0,632.0,2455.0,3087.0,5.7,1.7,22.0,1.5,14.1,54.9,69.0
Latvia,Q3 2022,292.0,89.0,1235.0,94.0,797.0,2027.0,2824.0,6.4,2.0,27.2,2.1,17.6,44.7,62.3
Latvia,Q4 2022,368.0,82.0,1119.0,85.0,763.0,1666.0,2429.0,9.0,2.0,27.4,2.1,18.7,40.8,59.5
Latvia,Q1 2023,478.0,77.0,1260.0,83.0,809.0,1818.0,2627.0,10.6,1.7,27.8,1.8,17.9,40.2,58.1
Latvia,Q2 2023,423.0,102.0,1411.0,117.0,802.0,2523.0,3325.0,7.9,1.9,26.2,2.2,14.9,46.9,61.8
Latvia,Q3 2023,405.0,94.0,1695.0,66.0,682.0,1748.0,2430.0,8.6,2.0,36.1,1.4,14.5,37.3,51.8
Latvia,Q4 2023,386.0,90.0,1201.0,75.0,680.0,2058.0,2738.0,8.6,2.0,26.7,1.7,15.1,45.8,61.0
Latvia,Q1 2024,263.0,114.0,1360.0,112.0,644.0,1425.0,2069.0,6.7,2.9,34.7,2.9,16.4,36.4,52.8
Latvia,Q2 2024,324.0,136.0,1723.0,80.0,753.0,1800.0,2553.0,6.7,2.8,35.8,1.7,15.6,37.4,53.0
Latvia,Q3 2024,348.0,210.0,1606.0,84.0,618.0,1485.0,2103.0,8.0,4.8,36.9,1.9,14.2,34.1,48.3
Latvia,Q4 2024,335.0,338.0,1406.0,98.0,929.0,1138.0,2067.0,7.9,8.0,33.1,2.3,21.9,26.8,48.7
Latvia,Q1 2025,294.0,480.0,0.0,112.0,909.0,2588.0,3497.0,6.7,11.0,0.0,2.6,20.7,59.0,79.8
Latvia,Q2 2025,449.0,734.0,,77.0,768.0,4826.0,5594.0,6.6,10.7,,1.1,11.2,70.4,81.6
Latvia,Q3 2025,505.0,859.0,0.0,94.0,776.0,4045.0,4821.0,8.0,13.7,0.0,1.5,12.4,64.4,76.8
Latvia,Q4 2025,354.0,669.0,0.0,119.0,669.0,3179.0,3848.0,7.1,13.4,0.0,2.4,13.4,63.7,77.1
Latvia,Q1 2026,323.0,487.0,,130.0,626.0,3427.0,4053.0,6.5,9.8,,2.6,12.5,68.6,81.2
Latvia,Q2 2026,516.0,727.0,,167.0,730.0,4213.0,4943.0,8.1,11.4,,2.6,11.5,66.3,77.8
Lithuania,Q1 2019,44.0,0.0,528.0,0.0,2095.0,7533.0,9628.0,0.4,0.0,5.2,0.0,20.5,73.9,94.4
Lithuania,Q2 2019,31.0,0.0,926.0,0.0,2035.0,10254.0,12289.0,0.2,0.0,7.0,0.0,15.4,77.4,92.8
Lithuania,Q3 2019,46.0,0.0,772.0,2.0,2236.0,8103.0,10339.0,0.4,0.0,6.9,0.0,20.0,72.6,92.7
Lithuania,Q4 2019,42.0,0.0,1106.0,0.0,1914.0,8599.0,10513.0,0.4,0.0,9.5,0.0,16.4,73.7,90.2
Lithuania,Q1 2020,87.0,0.0,1083.0,0.0,1486.0,8072.0,9558.0,0.8,0.0,10.1,0.0,13.9,75.2,89.1
Lithuania,Q2 2020,74.0,0.0,825.0,6.0,946.0,4238.0,5184.0,1.2,0.0,13.5,0.1,15.5,69.6,85.1
Lithuania,Q3 2020,167.0,0.0,4203.0,22.0,1769.0,5278.0,7047.0,1.5,0.0,36.7,0.2,15.5,46.1,61.6
Lithuania,Q4 2020,125.0,0.0,2182.0,51.0,2745.0,6867.0,9612.0,1.0,0.0,18.2,0.4,22.9,57.4,80.3
Lithuania,Q1 2021,66.0,56.0,775.0,50.0,1163.0,5548.0,6711.0,0.9,0.7,10.1,0.7,15.2,72.4,87.6
Lithuania,Q2 2021,246.0,97.0,1516.0,76.0,1649.0,7455.0,9104.0,2.2,0.9,13.7,0.7,14.9,67.5,82.5
Lithuania,Q3 2021,273.0,113.0,1236.0,102.0,1144.0,4788.0,5932.0,3.6,1.5,16.1,1.3,14.9,62.5,77.5
Lithuania,Q4 2021,573.0,134.0,704.0,90.0,891.0,2709.0,3600.0,11.2,2.6,13.8,1.8,17.5,53.1,70.6
Lithuania,Q1 2022,257.0,233.0,1381.0,122.0,1068.0,3442.0,4510.0,4.0,3.6,21.2,1.9,16.4,52.9,69.4
Lithuania,Q2 2022,329.0,142.0,1261.0,64.0,975.0,4730.0,5705.0,4.4,1.9,16.8,0.9,13.0,63.1,76.1
Lithuania,Q3 2022,388.0,147.0,1058.0,83.0,934.0,3992.0,4926.0,5.9,2.2,16.0,1.3,14.1,60.5,74.6
Lithuania,Q4 2022,384.0,143.0,1038.0,102.0,719.0,2552.0,3271.0,7.8,2.9,21.0,2.1,14.6,51.7,66.2
Lithuania,Q1 2023,408.0,0.0,2564.0,0.0,788.0,2866.0,3654.0,6.2,0.0,38.7,0.0,11.9,43.3,55.1
Lithuania,Q2 2023,601.0,0.0,3260.0,0.0,1061.0,3132.0,4193.0,7.5,0.0,40.5,0.0,13.2,38.9,52.1
Lithuania,Q3 2023,482.0,,3121.0,0.0,777.0,2434.0,3211.0,7.1,,45.8,0.0,11.4,35.7,47.1
Lithuania,Q4 2023,569.0,0.0,2818.0,1.0,597.0,2049.0,2646.0,9.4,0.0,46.7,0.0,9.9,34.0,43.9
Lithuania,Q1 2024,356.0,363.0,2872.0,149.0,708.0,1989.0,2697.0,5.5,5.6,44.6,2.3,11.0,30.9,41.9
Lithuania,Q2 2024,493.0,336.0,3843.0,120.0,1034.0,2525.0,3559.0,5.9,4.0,46.0,1.4,12.4,30.2,42.6
Lithuania,Q3 2024,453.0,395.0,3473.0,129.0,1015.0,1916.0,2931.0,6.1,5.4,47.1,1.7,13.8,26.0,39.7
Lithuania,Q4 2024,477.0,591.0,3703.0,179.0,1589.0,1414.0,3003.0,6.0,7.4,46.6,2.3,20.0,17.8,37.8
Lithuania,Q1 2025,485.0,725.0,4598.0,163.0,1482.0,1481.0,2963.0,5.4,8.1,51.5,1.8,16.6,16.6,33.2
Lithuania,Q2 2025,720.0,947.0,5869.0,202.0,1522.0,2596.0,4118.0,6.1,8.0,49.5,1.7,12.8,21.9,34.7
Lithuania,Q3 2025,966.0,1290.0,4669.0,201.0,1322.0,2134.0,3456.0,9.1,12.2,44.1,1.9,12.5,20.2,32.7
Lithuania,Q4 2025,979.0,1486.0,4467.0,123.0,829.0,2718.0,3547.0,9.2,14.0,42.1,1.2,7.8,25.6,33.5
Lithuania,Q1 2026,758.0,1162.0,4910.0,122.0,983.0,1636.0,2619.0,7.9,12.1,51.3,1.3,10.3,17.1,27.4
Lithuania,Q2 2026,1094.0,1752.0,7750.0,324.0,1471.0,2157.0,3628.0,7.5,12.0,53.3,2.2,10.1,14.8,24.9
Luxembourg,Q1 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Luxembourg,Q2 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Luxembourg,Q3 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Luxembourg,Q4 2019,208.0,367.0,594.0,1.0,4845.0,5929.0,10774.0,1.7,3.1,5.0,0.0,40.6,49.6,90.2
Luxembourg,Q1 2020,336.0,454.0,853.0,3.0,4596.0,5670.0,10266.0,2.8,3.8,7.2,0.0,38.6,47.6,86.2
Luxembourg,Q2 2020,365.0,347.0,698.0,0.0,3343.0,4128.0,7471.0,4.1,3.9,7.9,0.0,37.6,46.5,84.1
Luxembourg,Q3 2020,780.0,708.0,1099.0,0.0,4803.0,5863.0,10666.0,5.9,5.3,8.3,0.0,36.2,44.2,80.5
Luxembourg,Q4 2020,992.0,1176.0,1147.0,0.0,3886.0,3942.0,7828.0,8.9,10.6,10.3,0.0,34.9,35.4,70.3
Luxembourg,Q1 2021,1033.0,1232.0,1767.0,0.0,3768.0,4656.0,8424.0,8.3,9.9,14.2,0.0,30.3,37.4,67.6
Luxembourg,Q2 2021,1039.0,1170.0,2156.0,1.0,3255.0,5210.0,8465.0,8.1,9.1,16.8,0.0,25.4,40.6,66.0
Luxembourg,Q3 2021,1021.0,1077.0,1841.0,2.0,2089.0,3694.0,5783.0,10.5,11.1,18.9,0.0,21.5,38.0,59.5
Luxembourg,Q4 2021,1557.0,964.0,1461.0,0.0,2082.0,3297.0,5379.0,16.6,10.3,15.6,0.0,22.2,35.2,57.5
Luxembourg,Q1 2022,1615.0,1063.0,2006.0,2.0,2672.0,3989.0,6661.0,14.2,9.4,17.7,0.0,23.5,35.2,58.7
Luxembourg,Q2 2022,1595.0,937.0,1762.0,0.0,2381.0,3789.0,6170.0,15.2,9.0,16.8,0.0,22.8,36.2,59.0
Luxembourg,Q3 2022,1372.0,924.0,2176.0,0.0,2220.0,3561.0,5781.0,13.4,9.0,21.2,0.0,21.7,34.7,56.4
Luxembourg,Q4 2022,1811.0,923.0,2091.0,0.0,1963.0,3242.0,5205.0,18.1,9.2,20.8,0.0,19.6,32.3,51.9
Luxembourg,Q1 2023,2513.0,1213.0,2517.0,0.0,2418.0,4488.0,6906.0,19.1,9.2,19.1,0.0,18.4,34.1,52.5
Luxembourg,Q2 2023,2771.0,1333.0,2347.0,0.0,1985.0,4909.0,6894.0,20.8,10.0,17.6,0.0,14.9,36.8,51.7
Luxembourg,Q3 2023,2839.0,1145.0,2410.0,0.0,1556.0,3553.0,5109.0,24.7,10.0,21.0,0.0,13.5,30.9,44.4
